Node ID,Node Path,Query
11059481,Beauty/Tools & Accessories/Makeup Brushes & Tools/Eyelash Tools/Curlers,item_type_keyword:eyelash-curlers
11059491,Beauty/Tools & Accessories/Makeup Brushes & Tools/Eyelash Tools/Fake Eyelashes & Adhesives,item_type_keyword:fake-eyelashes-and-adhesives
11059501,"Beauty/Tools & Accessories/Makeup Brushes & Tools/Puffs, Sponges & Wedges",item_type_keyword:( makeup-puffs OR makeup-sponges OR makeup-wedges )
11059511,Beauty/Tools & Accessories/Makeup Brushes & Tools/Sets & Kits,item_type_keyword:makeup-tool-sets-and-kits
11059521,Beauty/Tools & Accessories/Makeup Brushes & Tools/Sharpeners,item_type_keyword:makeup-sharpeners
11059531,Beauty/Tools & Accessories/Makeup Brushes & Tools/Treatment Tools,item_type_keyword:makeup-treatment-tools
11059541,Beauty/Tools & Accessories/Makeup Brushes & Tools/Treatment Tools/Blemish Tools,item_type_keyword:blemish-tools
11059551,Beauty/Tools & Accessories/Makeup Brushes & Tools/Treatment Tools/Face Cleansing Brushes,item_type_keyword:cleansing-face-brushes
11063411,Beauty/Tools & Accessories/Mirrors,item_type_keyword:personal-mirrors
3785121,Beauty/Tools & Accessories/Mirrors/Makeup Mirrors,item_type_keyword:personal-makeup-mirrors
3785131,Beauty/Tools & Accessories/Mirrors/Shower Mirrors,item_type_keyword:shower-mirrors
11063461,Beauty/Tools & Accessories/Nail Tools,item_type_keyword:( manicure-tools OR pedicure-tools OR  hand-and-nail-care-products )
11063481,Beauty/Tools & Accessories/Nail Tools/Clippers & Trimmers,item_type_keyword:( fingernail-clippers OR cuticle-nippers )
11063491,Beauty/Tools & Accessories/Nail Tools/Cuticle Pushers,item_type_keyword:cuticle-pushers
11063501,Beauty/Tools & Accessories/Nail Tools/Cuticle Scissors,item_type_keyword:cuticle-scissors
3784781,Beauty/Tools & Accessories/Nail Tools/False Nails,item_type_keyword:false-nails
11063611,Beauty/Tools & Accessories/Nail Tools/Foot Rasps,item_type_keyword:foot-rasps
13106421,Beauty/Tools & Accessories/Nail Tools/Nail Art Equipment,item_type_keyword:nail-art-equipment
11063531,Beauty/Tools & Accessories/Nail Tools/Nail Brushes,item_type_keyword:nail-brushes
3784801,Beauty/Tools & Accessories/Nail Tools/Nail Dryers,item_type_keyword:nail-dryers
11063551,Beauty/Tools & Accessories/Nail Tools/Nail Files & Buffers,item_type_keyword:nail-files-and-buffers
3784911,Beauty/Tools & Accessories/Nail Tools/Sets & Kits,item_type_keyword:( manicure-kits OR pedicure-kits )
11063681,Beauty/Tools & Accessories/Nail Tools/Spa Slippers,item_type_keyword:spa-slippers
11063691,Beauty/Tools & Accessories/Nail Tools/Toe Separators,item_type_keyword:toe-separators
11056581,Beauty/Tools & Accessories/Toiletry Kits,item_type_keyword:( bath-and-shower-product-sets OR toiletry-product-sets )
3779181,Beauty/Tools & Accessories/Tweezers,item_type_keyword:tweezers
3779191,Beauty/Tools & Accessories/Waxing,item_type_keyword:( hair-waxing-tools OR hair-waxing-accessories )
3779201,Beauty/Tools & Accessories/Waxing/Cooling Gels,item_type_keyword:hair-waxing-cooling-gels
3779211,Beauty/Tools & Accessories/Waxing/Lotions,item_type_keyword:hair-waxing-lotions
3779221,Beauty/Tools & Accessories/Waxing/Powders,item_type_keyword:hair-waxing-powders
3779231,Beauty/Tools & Accessories/Waxing/Skin Cleansers,item_type_keyword:hair-waxing-skin-cleansers
3779241,Beauty/Tools & Accessories/Waxing/Spatulas,item_type_keyword:hair-waxing-spatulas
3779251,Beauty/Tools & Accessories/Waxing/Wax,item_type_keyword:hair-removal-wax
3779261,Beauty/Tools & Accessories/Waxing/Wax Warmers,item_type_keyword:hair-wax-warmers
3779281,Beauty/Tools & Accessories/Waxing/Waxing Kits,item_type_keyword:hair-waxing-kits
3779271,Beauty/Tools & Accessories/Waxing/Waxing Strips,item_type_keyword:hair-waxing-strips
