Node ID,Node Path,Query,Refinement Link
2475901011,Shoes/Handbags/Top-Handle Bags,item_type_keyword:top-handle-handbags,See Available Refinements
673131011,Shoes/Handbags/Wristlets,item_type_keyword:wristlet-handbags,See Available Refinements
679255011,Shoes/Men,department_name:mens AND item_type_keyword:footwear,See Available Refinements
6127770011,Shoes/Men/Athletic,,See Available Refinements
679273011,Shoes/Men/Athletic/Ballet & Dance,department_name:mens AND item_type_keyword:dance-shoes,See Available Refinements
679257011,Shoes/Men/Athletic/Baseball & Softball,,See Available Refinements
3420950011,Shoes/Men/Athletic/Baseball & Softball/Baseball,department_name:mens AND item_type_keyword:baseball-shoes,See Available Refinements
3420951011,Shoes/Men/Athletic/Baseball & Softball/Softball,department_name:mens AND item_type_keyword:softball-shoes,See Available Refinements
679260011,Shoes/Men/Athletic/Basketball,department_name:mens AND item_type_keyword:basketball-shoes,See Available Refinements
679264011,Shoes/Men/Athletic/Boating,department_name:mens AND item_type_keyword:athletic-boating-shoes,See Available Refinements
679268011,Shoes/Men/Athletic/Bowling,department_name:mens AND item_type_keyword:bowling-shoes,See Available Refinements
3420983011,Shoes/Men/Athletic/Boxing,department_name:mens AND item_type_keyword:boxing-shoes,See Available Refinements
3420981011,Shoes/Men/Athletic/Cheerleading,department_name:mens AND item_type_keyword:cheerleading-shoes,See Available Refinements
3420982011,Shoes/Men/Athletic/Cricket,department_name:mens AND item_type_keyword:cricket-shoes,See Available Refinements
679272011,Shoes/Men/Athletic/Cycling,department_name:mens AND item_type_keyword:cycling-footwear,See Available Refinements
3420978011,Shoes/Men/Athletic/Equestrian Sport Boots,department_name:mens AND item_type_keyword:equestrian-boots,See Available Refinements
3420960011,Shoes/Men/Athletic/Field Hockey & Lacrosse,,See Available Refinements
3420961011,Shoes/Men/Athletic/Field Hockey & Lacrosse/Field Hockey,department_name:mens AND item_type_keyword:field-hockey-shoes,See Available Refinements
679284011,Shoes/Men/Athletic/Field Hockey & Lacrosse/Lacrosse,department_name:mens AND item_type_keyword:lacrosse-shoes,See Available Refinements
679271011,Shoes/Men/Athletic/Fitness & Cross-Training,department_name:mens AND item_type_keyword:cross-trainer-shoes,See Available Refinements
679275011,Shoes/Men/Athletic/Football,department_name:mens AND item_type_keyword:football-shoes,See Available Refinements
3420953011,Shoes/Men/Athletic/Futsal,department_name:mens AND item_type_keyword:futsal-shoes,See Available Refinements
679278011,Shoes/Men/Athletic/Golf,department_name:mens AND item_type_keyword:golf-shoes,See Available Refinements
3420980011,Shoes/Men/Athletic/Gymnastics,department_name:mens AND item_type_keyword:gymnastics-shoes,See Available Refinements
3420954011,Shoes/Men/Athletic/Handball,department_name:mens AND item_type_keyword:american-handball-shoes,See Available Refinements
3420979011,Shoes/Men/Athletic/Indoor Multisport Court Shoes,department_name:mens AND item_type_keyword:indoor-court-shoes,See Available Refinements
3420963011,Shoes/Men/Athletic/Racquet Sports,,See Available Refinements
3420964011,Shoes/Men/Athletic/Racquet Sports/Badminton,department_name:mens AND item_type_keyword:badminton-shoes,See Available Refinements
3420965011,Shoes/Men/Athletic/Racquet Sports/Racquetball,department_name:mens AND item_type_keyword:racquetball-shoes,See Available Refinements
3420966011,Shoes/Men/Athletic/Racquet Sports/Squash,department_name:mens AND item_type_keyword:squash-shoes,See Available Refinements
679300011,Shoes/Men/Athletic/Racquet Sports/Tennis,department_name:mens AND item_type_keyword:tennis-shoes,See Available Refinements
683179011,Shoes/Men/Athletic/Rugby,department_name:mens AND item_type_keyword:rugby-shoes,See Available Refinements
679286011,Shoes/Men/Athletic/Running,department_name:mens AND item_type_keyword:running-shoes,See Available Refinements
679295011,Shoes/Men/Athletic/Skateboarding,department_name:mens AND item_type_keyword:skateboarding-shoes,See Available Refinements
679296011,Shoes/Men/Athletic/Soccer,department_name:mens AND item_type_keyword:soccer-shoes,See Available Refinements
679291011,Shoes/Men/Athletic/Sport Sandals,department_name:mens AND item_type_keyword:athletic-sandals,See Available Refinements
3420984011,Shoes/Men/Athletic/Table Tennis,department_name:mens AND item_type_keyword:table-tennis-shoes,See Available Refinements
3420973011,Shoes/Men/Athletic/Track & Field & Cross Country,,See Available Refinements
679287011,Shoes/Men/Athletic/Track & Field & Cross Country/Cross-Country,department_name:mens AND item_type_keyword:cross-country-running-shoes,See Available Refinements
